LANumber,LA_name,Region,Pref_P_1_CY,Pref_P_2_CY,Pref_P_3_CY,Pref_S_1_CY,Pref_S_2_CY,Pref_S_3_CY,Pref_P_T3_CY,Pref_S_T3_CY,Pref_P_1_NY,Pref_P_2_NY,Pref_P_3_NY,Pref_S_1_NY,Pref_S_2_NY,Pref_S_3_NY,Pref_P_T3_NY,Pref_S_T3_NY,For_2_P,For_1_P,For_2_S,For_1_S,Qual_P_1_N,Qual_P_2_N,Qual_P_3_N,Qual_P_4_N,Qual_P_0_N,Qual_P_1_E,Qual_P_2_E,Qual_P_3_E,Qual_P_4_E,Qual_P_0_E,Qual_P_Prop,Qual_P_Propranks,Qual_S_1_N,Qual_S_2_N,Qual_S_3_N,Qual_S_4_N,Qual_S_0_N,Qual_S_1_E,Qual_S_2_E,Qual_S_3_E,Qual_S_4_E,Qual_S_0_E,Qual_S_Prop,Qual_S_Propranks,Quan_P_In,Quan_S_In,Quan_P_PP,Quan_S_PP,Quan_P_UP,Quan_S_UP,Funding,An_P_gro,An_S_gro,Ban_P_gro,Ban_S_gro,Quan_P_RP,Quan_S_RP,Quan_P_Su,Quan_S_Su,Projects_P_NS,Projects_P_EP,Projects_P_ET,Projects_S_NS,Projects_S_EP,Projects_S_ET,Places_P_NS,Places_P_EP,Places_P_ET,Places_S_NS,Places_S_EP,Places_S_ET,Cost_P_NS,Cost_P_EP,Cost_P_ET,Cost_S_NS,Cost_S_EP,Cost_S_ET,CPP_P_NS,CPP_P_EP,CPP_P_ET,CPP_S_NS,CPP_S_EP,CPP_S_ET
874,Peterborough,East of England,94.4,4.4,0.2,83.7,11,2.3,99,97,95.1,3.3,0.4,84.4,9.6,2.5,98.7,96.6,-0.0205958,-0.00905664,0.00643321,-0.00072954,32,0,0,0,0,1740,16681,3780,0,420,1,1,0,0,0,0,0,2810,14979,1420,0,0,z,z,5882,5400,510,450,10.692151,10.20001,65875369.92,-0.011769,0.0485476,0.396507,0.357278,150,60,0.122919492,0.045328452,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,545595014.6,2469888195,193603286.7,314422532.9,788594091.2,32630204.95,22959.85417,19230.49764,9091.917286,27815.15684,26449.57542,10206.50765
876,Halton,North West,92.4,5.3,0.9,89.5,6.2,0.9,98.6,96.6,95.7,3.4,0.7,89.9,6.2,0.8,99.8,97,0.000861491,-0.00306308,0.00249311,-0.00301798,0,0,0,0,0,1687,8484,1282,0,0,z,z,0,0,0,0,0,2576,3775,0,2150,0,z,z,568,2166,0,0,13.500384,17.039814,6753686.82,-0.0520724,0.0131216,0.0787898,0.0586193,0,0,0.185139471,0.166055277,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,551106075.4,2494836561,195558875.4,317598518.1,796559688.1,32959802.98,23191.77189,19424.74509,9183.754835,28096.11802,26716.74285,10309.60369
877,Warrington,North West,93.9,3.7,0.4,88.7,7.3,1.3,98,97.4,93.2,4.6,1.2,87.1,7,2.3,99,96.3,-0.0263276,-0.00491895,-0.0210502,-0.00754489,0,0,0,0,0,4669,13937,415,0,0,z,z,0,59,0,0,0,2362,11914,0,0,0,1,1,525,0,0,300,6.71889,10.560159,39820149.17,-0.0365567,0.0329712,0.104594,0.0953719,220,210,0.105552311,0.070244646,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,551106075.4,2494836561,195558875.4,317598518.1,796559688.1,32959802.98,23191.77189,19424.74509,9183.754835,28096.11802,26716.74285,10309.60369
878,Devon,South West,97.1,2.1,0.1,92.5,4.2,0.8,99.2,97.5,96.7,1.5,0.3,90.9,4.5,1,98.6,96.4,0.0243236,0.000506366,0.0382935,0.0137325,0,0,0,0,150,8780,47399,6985,364,990,z,z,0,0,0,0,0,6293,25916,13481,2677,0,z,z,10175,6115,280,105,15.638121,20.416055,108227659.1,-0.0178313,0.04326,0.110183,-0.0238688,470,420,0.183057423,0.165857058,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,556617136.1,2519784926,197514464.2,320774503.3,804525285,33289401.01,23423.68961,19618.99254,9275.592383,28377.0792,26983.91028,10412.69972
879,Plymouth,South West,95.4,3.2,0.4,88,6.6,1.7,99,96.3,92.1,4.7,1,91.4,5,0.8,97.8,97.1,-0.0250025,-0.0108378,-0.0119885,0.000267899,0,30,0,0,0,3874,15583,2985,1110,0,1,1,0,0,0,0,0,1160,11581,5468,1250,0,z,z,4651,2140,0,0,15.405818,18.220722,30165664.96,-0.0589777,0.0152033,0.118075,0.0301504,0,0,0.22223148,0.136855877,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,556617136.1,2519784926,197514464.2,320774503.3,804525285,33289401.01,23423.68961,19618.99254,9275.592383,28377.0792,26983.91028,10412.69972
880,Torbay,South West,95.9,2.8,0.5,80.5,10.5,2.5,99.2,93.4,97,2.4,0,79.7,10.1,3.1,99.5,92.9,-0.0229247,-0.0216686,-0.00137208,-0.00336784,0,0,0,0,210,630,8120,1050,630,0,z,z,0,0,0,0,0,1850,6316,1800,0,0,z,z,962,15,0,129,9.924812,10.836845,28288811.99,-0.0926411,0.00299364,0.0874217,0.100783,10,0,0.178876442,0.08495298,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,556617136.1,2519784926,197514464.2,320774503.3,804525285,33289401.01,23423.68961,19618.99254,9275.592383,28377.0792,26983.91028,10412.69972
881,Essex,East of England,89.6,6.4,1.6,86.9,7.2,2.2,97.6,96.2,90.8,5.5,1.7,84.2,8.5,2.4,98.1,95.1,0.00272596,-0.00289319,0.0134324,0.00721617,0,469,60,0,420,18720,98914,5849,1630,1260,0.88657845,70,110,348,0,300,900,16245,61806,12033,7838,3800,0.604221636,73,14559,10264,2500,720,8.815909,12.13558,310249005.3,2.84E-04,0.0460438,0.177077,0.0577367,950,570,0.102384022,0.06160168,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,545595014.6,2469888195,193603286.7,314422532.9,788594091.2,32630204.95,22959.85417,19230.49764,9091.917286,27815.15684,26449.57542,10206.50765
882,Southend-on-Sea,East of England,88.6,6,1.4,85.3,8.7,2.6,96.1,96.6,93,4.8,0.9,84.4,8.6,3.7,98.7,96.6,-0.0277536,-0.0122008,0.00506813,0.00905616,0,0,0,0,0,1831,13544,540,0,0,z,z,164,349,0,0,0,5924,6606,0,980,0,1,1,2706,2307,0,0,8.460361,7.68537,40687197.86,-0.0399544,0.023679,0.170144,0.120357,0,60,0.123293541,0.031071308,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,545595014.6,2469888195,193603286.7,314422532.9,788594091.2,32630204.95,22959.85417,19230.49764,9091.917286,27815.15684,26449.57542,10206.50765
883,Thurrock,East of England,87.7,6.7,1.2,76.8,10.8,3.3,95.7,90.9,91.5,5.1,1.3,73.5,11.7,3.5,97.9,88.8,0.0334077,0.0294606,0.0280664,0.0296652,0,180,0,0,0,2550,14760,84,0,0,1,1,0,289,0,150,0,1360,6000,2060,3110,2100,0.658314351,72,4323,6356,150,0,6.395411,22.529697,57055784.77,0.0227676,0.0533795,0.340876,0.268334,150,0,0.057050694,0.128125342,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,545595014.6,2469888195,193603286.7,314422532.9,788594091.2,32630204.95,22959.85417,19230.49764,9091.917286,27815.15684,26449.57542,10206.50765
884,"Herefordshire, County of",West Midlands,95.1,3.1,0.5,89.5,6.2,0.9,98.7,96.5,96.6,2.3,0.4,90.7,6.6,0.6,99.3,97.8,0.0031648,0.00926833,0.0160121,0.00497674,0,0,0,0,0,3485,11061,280,0,0,z,z,150,0,150,0,0,1200,5574,2880,945,0,0.5,79,87,0,0,0,12.264409,14.042054,22866653.63,0.0135634,0.0358109,0.0898415,-0.0097493,120,120,0.098472627,0.095893934,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,529061832.3,2395043098,187736520.4,304894577.4,764697300.6,31641410.86,22264.10101,18647.75529,8816.404641,26972.2733,25648.07314,9897.219538
885,Worcestershire,West Midlands,91.5,5,1.1,84.7,6.2,1.3,97.7,92.3,93.8,3.9,0.6,84.3,6.7,1.5,98.3,92.5,0.0209017,0.0100748,0.0215495,0.00276693,0,309,0,90,0,6900,33368,3716,1076,420,0.77443609,73,92,515,30,0,0,7683,27534,2546,510,0,0.952904239,58,5683,4215,0,0,13.119068,14.316054,89247858.83,0.00540208,0.0416341,0.113192,0.0206997,210,180,0.119940446,0.114598449,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,529061832.3,2395043098,187736520.4,304894577.4,764697300.6,31641410.86,22264.10101,18647.75529,8816.404641,26972.2733,25648.07314,9897.219538
886,Kent,South East,90.2,6.1,1.5,79.6,11.4,3.3,97.8,94.3,90.1,6.5,1.8,78.2,12,3.8,98.4,94,-0.0158384,-0.00348071,-0.00325389,0.00477745,0,105,0,0,210,23895,102390,7829,245,1890,1,1,1346,1488,416,0,0,25739,71555,12042,3676,3910,0.872,64,21890,17950,672,1085,9.180748,11.168691,416744826.7,-0.0033094,0.0425618,0.210272,0.115576,1980,1460,0.099758222,0.064951033,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,622749865.2,2819165313,220981529.3,358886325.4,900112447.6,37244577.37,26206.70223,21949.96195,10377.64296,31748.61336,30189.91942,11649.85216
887,Medway,South East,91.8,4.8,1,79.7,10.8,2.7,97.7,93.1,93.2,4.3,1.4,81.2,10.5,3.1,99,94.9,-0.00916241,0.000471884,0.00115888,0.00320071,0,60,0,0,0,2215,21225,2020,730,0,1,1,0,0,0,0,900,3619,18737,0,600,0,z,z,2799,2655,320,690,7.374114,12.606997,62562815.25,-0.00983091,0.0591027,0.219138,0.11727,200,310,0.086484351,0.077370462,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,622749865.2,2819165313,220981529.3,358886325.4,900112447.6,37244577.37,26206.70223,21949.96195,10377.64296,31748.61336,30189.91942,11649.85216
888,Lancashire,North West,92.5,4.9,1.2,86.1,7.3,2.5,98.6,95.9,92.4,5.4,1.2,87.2,7.1,2.2,98.9,96.6,-0.00584909,-0.00412515,0.00238719,0.00122976,0,170,0,0,0,19069,80055,5045,210,0,1,1,79,591,50,0,0,14453,39909,15091,1302,0,0.930555556,61,5169,429,210,343,8.038925,10.294956,189383070.2,-0.0139147,0.0229459,0.12139,0.0647944,1110,610,0.106388506,0.07110962,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,551106075.4,2494836561,195558875.4,317598518.1,796559688.1,32959802.98,23191.77189,19424.74509,9183.754835,28096.11802,26716.74285,10309.60369
889,Blackburn with Darwen,North West,91.3,6,1.3,78.9,12,4.4,98.6,95.3,91.6,5.4,1.6,76.9,13.1,4.3,98.6,94.4,-0.0125307,-0.00311609,0.00477853,0.00689212,0,112,0,0,0,2520,13603,210,0,0,1,1,0,165,0,0,0,2950,7515,2100,0,0,1,1,1957,2728,140,90,9.816063,9.807956,20988450.31,-0.0314261,0.0238927,0.0973445,0.212749,0,10,0.140958541,0.062414382,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,551106075.4,2494836561,195558875.4,317598518.1,796559688.1,32959802.98,23191.77189,19424.74509,9183.754835,28096.11802,26716.74285,10309.60369
890,Blackpool,North West,92.5,4.2,0.7,89.5,6.1,1.3,97.3,97,94.7,3.9,0.9,84.2,9.2,2,99.5,95.4,-0.0130915,-0.00530504,-0.00897191,-0.00485365,0,0,0,0,0,1050,10741,880,0,420,z,z,0,0,0,0,0,0,3230,4152,0,800,z,z,1043,315,0,0,9.786956,18.643316,24044268.37,-0.0296055,0.0241212,0.0852447,-0.128333,0,0,0.133679627,0.129996103,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,551106075.4,2494836561,195558875.4,317598518.1,796559688.1,32959802.98,23191.77189,19424.74509,9183.754835,28096.11802,26716.74285,10309.60369
891,Nottinghamshire,East Midlands,96.6,2.4,0.5,89,5.9,1.2,99.6,96.1,96.4,2.8,0.4,89.6,5.9,1.3,99.5,96.7,-0.00173328,-0.00251027,0.0184278,0.0132084,0,359,90,0,0,7562,57408,5685,420,525,0.799554566,72,159,362,0,0,0,14709,34516,5952,2296,0,1,1,10132,57,1225,1495,9.228902,11.113393,141981522.5,-0.0129847,0.0688965,0.170468,0.0694188,650,1360,0.126377736,0.056233268,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,567639257.6,2569681657,201425641.7,327126473.6,820456478.8,33948597.07,23887.52504,20007.48744,9459.26748,28939.00156,27518.24514,10618.8918
892,Nottingham,East Midlands,92.7,4.9,0.9,75.6,9.6,4,98.5,89.2,94.6,3.6,0.4,77.8,9.9,3.9,98.6,91.7,-0.0134137,0.00410701,-0.00612996,-0.00356121,0,0,0,0,0,2940,22833,1890,210,0,z,z,0,300,0,0,1200,2250,8966,4760,0,0,1,1,4761,4553,0,50,6.651598,14.947649,59608319.36,-0.0363602,0.0519003,0.304177,0.291001,0,140,0.113863959,0.047526714,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,567639257.6,2569681657,201425641.7,327126473.6,820456478.8,33948597.07,23887.52504,20007.48744,9459.26748,28939.00156,27518.24514,10618.8918
893,Shropshire,West Midlands,94.6,3.3,0.7,93.7,4.6,0.7,98.7,99,95.7,2.9,0.5,89.7,5.4,1.4,99,96.5,0.00730546,-0.00023566,0.0109343,0.00679348,0,0,0,0,0,1830,19246,1764,0,0,z,z,0,135,0,0,0,1680,13700,1656,1185,0,1,1,0,0,595,0,11.033746,12.60907,22733989.71,-0.0097092,0.00957557,0.0784284,-0.0336376,50,230,0.134243827,0.116656632,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,529061832.3,2395043098,187736520.4,304894577.4,764697300.6,31641410.86,22264.10101,18647.75529,8816.404641,26972.2733,25648.07314,9897.219538
894,Telford and Wrekin,West Midlands,93.1,3.4,1.4,84.3,9.1,2.3,97.9,95.6,92.9,3.4,1,76.1,9.7,2.3,97.3,88.1,-0.016437,0.00148304,-0.00842605,0.00613547,0,0,0,0,0,3307,12705,600,226,0,z,z,150,526,0,156,0,2100,5000,4410,600,0,0.8125,67,2320,2885,210,330,6.543031,7.325697,47448401.61,-0.00253352,0.0683901,0.201767,0.172341,100,390,0.081242238,0.008681987,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,529061832.3,2395043098,187736520.4,304894577.4,764697300.6,31641410.86,22264.10101,18647.75529,8816.404641,26972.2733,25648.07314,9897.219538
895,Cheshire East,North West,92.7,4.6,1.1,93.1,3.6,0.8,98.3,97.5,93.6,4.5,0.8,90.5,4.5,1.1,98.9,96.1,-0.0116182,-0.0071651,0.019617,0.00763144,0,125,0,0,0,6759,22187,1810,735,0,1,1,102,264,0,0,0,5639,18225,1788,0,0,1,1,3275,3878,406,1050,8.616843,10.26196,68838235.54,0.00445308,0.0481296,0.149615,0.122858,230,330,0.08909252,0.083243115,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,551106075.4,2494836561,195558875.4,317598518.1,796559688.1,32959802.98,23191.77189,19424.74509,9183.754835,28096.11802,26716.74285,10309.60369
896,Cheshire West and Chester,North West,93,4.8,1,92.5,4.2,1,98.8,97.8,93.2,4.9,1,93,3.8,1.2,99.1,98,0.0111711,0.00927278,0.0187014,0.0156715,0,35,0,0,0,5380,22300,2450,52,0,1,1,0,220,150,0,0,4794,15564,1639,0,0,0.594594595,75,4148,719,16,50,11.695529,11.687819,85840755.29,0.0170123,0.049522,0.141857,0.0153283,230,780,0.10787918,0.082800454,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,551106075.4,2494836561,195558875.4,317598518.1,796559688.1,32959802.98,23191.77189,19424.74509,9183.754835,28096.11802,26716.74285,10309.60369
908,Cornwall,South West,96.8,2.2,0.2,93.8,3.3,0.3,99.1,97.4,95.7,3.1,0.2,93.4,3.7,0.1,99,97.2,0.0335399,0.00479492,0.0186238,0.00881822,0,92,0,0,420,6251,34718,4470,603,420,1,1,0,142,0,0,0,2580,22753,5419,1344,0,1,1,6494,131,384,915,13.504972,13.811064,87307579.36,-0.0217124,0.0449763,0.124202,0.0209608,130,420,0.168870231,0.101921023,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,556617136.1,2519784926,197514464.2,320774503.3,804525285,33289401.01,23423.68961,19618.99254,9275.592383,28377.0792,26983.91028,10412.69972
909,Cumbria,North West,98.7,1,0.1,94.3,4.5,0.1,99.8,98.9,97.6,1.6,0.4,96,2.7,0.1,99.5,98.8,-0.0172151,-0.0105762,-0.00382775,0.00272359,0,90,0,0,0,3842,34539,2943,0,0,1,1,0,0,0,0,0,6751,24560,4348,0,0,z,z,3972,1956,280,0,17.732482,18.539371,25886012.22,-0.0507544,0.00110416,0.00969212,-0.0540023,50,230,0.225818688,0.182769118,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,551106075.4,2494836561,195558875.4,317598518.1,796559688.1,32959802.98,23191.77189,19424.74509,9183.754835,28096.11802,26716.74285,10309.60369
916,Gloucestershire,South West,91.6,4.9,1.3,87.4,6.9,1.8,97.8,96.1,92.4,5,1,84.5,7.8,1.8,98.4,94.1,-0.0200534,-0.0172548,0.00256425,0.00075255,0,60,0,0,315,9173,36263,5012,860,0,1,1,375,190,0,0,900,9594,33724,0,450,0,1,1,6557,6106,474,50,10.928293,14.305979,128179384.5,3.58E-04,0.0532638,0.1426,0.0665279,410,70,0.118378647,0.073979991,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,556617136.1,2519784926,197514464.2,320774503.3,804525285,33289401.01,23423.68961,19618.99254,9275.592383,28377.0792,26983.91028,10412.69972
919,Hertfordshire,East of England,88.2,7,2.1,78.6,10,4.2,97.3,92.8,89.7,6.4,1.7,77.5,10.3,4.5,97.8,92.3,0.00632025,-0.00394635,0.0141579,0.00529079,0,200,0,0,630,21232,80060,5689,1029,0,1,1,216,530,52,0,0,32365,50447,11270,0,1150,0.934837093,60,16365,15090,619,1490,10.551733,12.16704,318624618.2,-0.0218318,0.0338477,0.159125,0.160854,470,600,0.133989616,0.093678575,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,545595014.6,2469888195,193603286.7,314422532.9,788594091.2,32630204.95,22959.85417,19230.49764,9091.917286,27815.15684,26449.57542,10206.50765
921,Isle of Wight,South East,96.7,2.2,0.3,82.7,10.4,2.2,99.3,95.3,96.6,2.7,0.2,80.4,10.9,2.6,99.5,93.9,-0.00773823,-0.00851205,0.00674807,0.0101221,0,92,0,0,0,0,8705,1456,0,0,1,1,0,0,0,0,0,0,4810,3519,0,0,z,z,1758,0,0,0,11.430896,13.338667,5843466.26,-0.0734026,0.0142995,0.0114043,-0.164227,20,20,0.184626942,0.144252775,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,622749865.2,2819165313,220981529.3,358886325.4,900112447.6,37244577.37,26206.70223,21949.96195,10377.64296,31748.61336,30189.91942,11649.85216
925,Lincolnshire,East Midlands,95.8,3,0.4,87.7,7.3,1.2,99.2,96.3,95.2,3.6,0.4,85.3,8.6,1.6,99.2,95.5,-0.0211377,-0.0151138,0.0019057,0.00336439,0,30,0,0,0,7429,44926,6818,1260,420,1,1,0,375,0,0,0,11488,26349,9945,3136,0,1,1,7263,3077,180,397,12.402159,11.43186,125595375.4,-0.0393531,0.0170337,0.130554,0.0260223,390,620,0.168411888,0.096964677,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,567639257.6,2569681657,201425641.7,327126473.6,820456478.8,33948597.07,23887.52504,20007.48744,9459.26748,28939.00156,27518.24514,10618.8918
926,Norfolk,East of England,95.5,3.1,0.4,93.7,3.9,0.4,99,97.9,95.1,3,0.4,91.7,4.1,0.6,98.4,96.5,-0.0011806,-0.00324272,0.0149677,0.0071711,0,210,0,0,0,8702,53534,7497,1486,1292,1,1,0,423,0,0,0,8114,41305,6274,0,0,1,1,10063,4722,840,550,15.268869,16.133444,169998180.6,-0.0247926,0.0550008,0.136562,0.0124856,80,710,0.183757004,0.106151747,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,545595014.6,2469888195,193603286.7,314422532.9,788594091.2,32630204.95,22959.85417,19230.49764,9091.917286,27815.15684,26449.57542,10206.50765
929,Northumberland,North East,97,2.1,0.2,95,3.6,0.4,99.3,99,98.2,1.5,0.1,92.8,6.1,0.5,99.7,99.4,0.0160211,-0.00321303,0.0227892,-0.00439683,0,119,0,0,0,3644,20588,1726,0,1636,1,1,0,324,0,0,0,1664,13695,4791,1300,0,1,1,6431,0,0,30,22.025015,16.605533,23670435.87,-0.0265845,0.0281149,0.000836968,-0.0887647,0,90,0.230384755,0.157454188,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,501506528.6,2270301270,177958576.7,289014651.5,724869316.2,29993420.71,21104.51242,17676.51803,8357.216899,25567.4674,24312.23599,9381.739354
931,Oxfordshire,South East,91.5,5.8,1,88.1,6.2,1.5,98.3,95.7,93.5,4.4,0.9,86.8,7.1,1.8,98.8,95.7,-0.00611963,-0.0070101,-0.0107981,-0.00741152,0,315,0,0,315,5865,47586,3045,735,945,1,1,0,150,0,0,0,4743,38815,1200,1695,1860,1,1,12492,8141,1765,210,16.468142,18.369234,102494521.8,-0.0168811,0.0029424,0.167799,0.168353,70,280,0.195951741,0.164956944,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,622749865.2,2819165313,220981529.3,358886325.4,900112447.6,37244577.37,26206.70223,21949.96195,10377.64296,31748.61336,30189.91942,11649.85216
933,Somerset,South West,93,4.6,0.7,94.5,3.3,0.4,98.3,98.1,94,3.9,0.5,92.3,4.9,0.5,98.4,97.7,-0.018258,-0.0149316,0.00168436,0.00150128,0,60,0,0,0,5993,33314,4933,996,840,1,1,0,0,35,0,0,2788,18583,7807,1805,0,0,82,5336,2579,476,525,13.599377,14.71436,55287535.8,-0.0407293,0.0119736,0.100759,0.0003663,10,60,0.175079564,0.135416651,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,556617136.1,2519784926,197514464.2,320774503.3,804525285,33289401.01,23423.68961,19618.99254,9275.592383,28377.0792,26983.91028,10412.69972
935,Suffolk,East of England,95.8,3,0.4,94.7,3.3,0.5,99.2,98.5,95.8,2.9,0.4,93.2,4.2,0.4,99.1,97.8,0.011541,0.00565239,0.0314679,0.0163901,0,285,0,0,0,6347,46424,6818,1404,630,1,1,0,90,73,0,0,1666,37078,7146,1676,0,0.552147239,76,12975,0,546,550,14.105098,14.608018,93454230.04,5.45E-05,0.0522578,0.127988,0.00647417,120,280,0.15180827,0.105176433,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,545595014.6,2469888195,193603286.7,314422532.9,788594091.2,32630204.95,22959.85417,19230.49764,9091.917286,27815.15684,26449.57542,10206.50765
936,Surrey,South East,88.7,7.2,1.8,81.4,8.6,3.2,97.7,93.2,89.2,6.9,1.6,81.3,9.1,3,97.7,93.4,0.0388424,0.0219725,0.0484872,0.0237849,90,150,30,0,0,19574,69530,4741,556,840,0.888888889,69,170,306,0,0,0,21860,41926,4098,1320,900,1,1,14758,8874,0,990,8.251272,9.176156,427019158.8,0.0212419,0.0707042,0.160932,0.133968,1520,1910,0.079401444,0.036903663,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,622749865.2,2819165313,220981529.3,358886325.4,900112447.6,37244577.37,26206.70223,21949.96195,10377.64296,31748.61336,30189.91942,11649.85216
937,Warwickshire,West Midlands,90.3,5.9,1.1,81.9,9.3,3.3,97.2,94.4,90.7,6.2,1.2,80.9,10.3,3.3,98.1,94.5,0.0305291,0.00823938,0.0506506,0.0220647,0,105,0,0,0,7102,36540,4177,315,1050,1,1,0,0,0,0,900,14031,22839,3448,1050,0,z,z,7380,6293,840,1950,11.372349,9.983992,165992124.9,0.0254553,0.0886163,0.193674,0.130893,780,560,0.100945672,0.044159504,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,529061832.3,2395043098,187736520.4,304894577.4,764697300.6,31641410.86,22264.10101,18647.75529,8816.404641,26972.2733,25648.07314,9897.219538
938,West Sussex,South East,91.2,6,1.5,87.8,7.6,2.1,98.6,97.4,91.4,5.7,1.4,87,7.4,2.1,98.5,96.5,-0.00824492,-0.00973423,0.0155699,0.000814834,60,0,0,0,0,5008,57581,8788,420,840,1,1,0,329,0,0,0,13000,35940,2966,1092,1200,1,1,11329,7032,420,1185,10.578806,11.791278,276332539.3,-0.00991847,0.0515768,0.182416,0.10008,200,1230,0.124280995,0.081856511,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,622749865.2,2819165313,220981529.3,358886325.4,900112447.6,37244577.37,26206.70223,21949.96195,10377.64296,31748.61336,30189.91942,11649.85216
940,North Northamptonshire,East Midlands,92.6,4.4,1.5,81.2,10.5,3.4,98.5,95.1,93.1,4.4,1.1,79.5,12.4,3.1,98.6,95.1,0.00124328,0.00342742,-0.000438212,-0.000292141,0,30,0,0,0,2333,22924,5828,0,0,1,1,84,0,0,79,0,5040,14813,4140,900,0,0.515337423,78,z,z,1050,534,11.396329,12.26327,5433940.01,6.72E-05,0.0286299,z,z,70,10,0.144353988,0.097919621,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,567639257.6,2569681657,201425641.7,327126473.6,820456478.8,33948597.07,23887.52504,20007.48744,9459.26748,28939.00156,27518.24514,10618.8918
941,West Northamptonshire,East Midlands,94.4,4.7,0.4,78.9,13.1,3.7,99.5,95.7,93.3,5,0.9,75.9,13.4,4.2,99.2,93.4,-0.00971546,-0.00376439,-0.00416361,0.000612295,0,77,0,0,840,3551,31157,4934,420,630,1,1,0,357,0,0,0,3810,20162,5666,1920,0,1,1,z,z,420,1160,15.835943,12.11391,8867153.85,0.0117637,0.0261654,z,z,140,210,0.147720041,0.108920966,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,567639257.6,2569681657,201425641.7,327126473.6,820456478.8,33948597.07,23887.52504,20007.48744,9459.26748,28939.00156,27518.24514,10618.8918
